source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	material type	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[instrument]	comment [cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]
PXD010271-Sample-92	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 92	proteomic profiling by mass spectrometry	CPTAC_OvC_01OV019_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_01OV019_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-93	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 93	proteomic profiling by mass spectrometry	CPTAC_OvC_01OV023_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_01OV023_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-94	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 94	proteomic profiling by mass spectrometry	CPTAC_OvC_01OV024_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_01OV024_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-95	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 95	proteomic profiling by mass spectrometry	CPTAC_OvC_01OV029_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_01OV029_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-96	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 96	proteomic profiling by mass spectrometry	CPTAC_OvC_01OV039_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_01OV039_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-100	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 100	proteomic profiling by mass spectrometry	CPTAC_OvC_17OV001_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_17OV001_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-101	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 101	proteomic profiling by mass spectrometry	CPTAC_OvC_17OV002_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_17OV002_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-102	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 102	proteomic profiling by mass spectrometry	CPTAC_OvC_17OV003_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_17OV003_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-103	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 103	proteomic profiling by mass spectrometry	CPTAC_OvC_17OV004_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_17OV004_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-104	Homo sapiens	ovary	ovary	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 104	proteomic profiling by mass spectrometry	CPTAC_OvC_17OV005_NM_19Nov15_Arwen_15-07-13.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_OvC_17OV005_NM_19Nov15_Arwen_15-07-13.raw	ovary
PXD010271-Sample-117	Homo sapiens	blood plasma	blood plasma	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 117	proteomic profiling by mass spectrometry	CPTAC_TrypDige_undepleted_normal_19Apr13_Methow_13-02-13.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/CPTAC_TrypDige_undepleted_normal_19Apr13_Methow_13-02-13.raw	blood plasma
PXD010271-Sample-118	Homo sapiens	blood plasma	blood plasma	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 118	proteomic profiling by mass spectrometry	Darpa_2_human_02_23Jan17_Arwem_16-10-25.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Darpa_2_human_02_23Jan17_Arwem_16-10-25.raw	blood plasma
PXD010271-Sample-119	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 119	proteomic profiling by mass spectrometry	DARPA_Mono_SP164116_555_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP164116_555_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-120	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 120	proteomic profiling by mass spectrometry	DARPA_Mono_SP288C9A_137_17Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP288C9A_137_17Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-121	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 121	proteomic profiling by mass spectrometry	DARPA_Mono_SP2C1D8E_471_20Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP2C1D8E_471_20Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-122	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 122	proteomic profiling by mass spectrometry	DARPA_Mono_SP4FFF3B_797_8Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP4FFF3B_797_8Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-123	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 123	proteomic profiling by mass spectrometry	DARPA_Mono_SP550403_465_10Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP550403_465_10Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-124	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 124	proteomic profiling by mass spectrometry	DARPA_Mono_SP5C5CCC_143_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP5C5CCC_143_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-125	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 125	proteomic profiling by mass spectrometry	DARPA_Mono_SP6134DC_537_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP6134DC_537_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-126	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 126	proteomic profiling by mass spectrometry	DARPA_Mono_SP80746A_543_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP80746A_543_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-127	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 127	proteomic profiling by mass spectrometry	DARPA_Mono_SP8636B5_695_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SP8636B5_695_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-128	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 128	proteomic profiling by mass spectrometry	DARPA_Mono_SPB7ACE2_495_8Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SPB7ACE2_495_8Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-129	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 129	proteomic profiling by mass spectrometry	DARPA_Mono_SPC17184_489_10Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SPC17184_489_10Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-130	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 130	proteomic profiling by mass spectrometry	DARPA_Mono_SPDE5F4C_671_17Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SPDE5F4C_671_17Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-131	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 131	proteomic profiling by mass spectrometry	DARPA_Mono_SPEE2FD2_549_13Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SPEE2FD2_549_13Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-132	Homo sapiens	monocyte	monocyte	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 132	proteomic profiling by mass spectrometry	DARPA_Mono_SPF3201B_689_20Nov17_Oak_Jup-17-11-01.raw	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/DARPA_Mono_SPF3201B_689_20Nov17_Oak_Jup-17-11-01.raw	monocyte
PXD010271-Sample-152	Homo sapiens	pancreas	pancreas	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 152	proteomic profiling by mass spectrometry	Human_Pancreas_OCT_6227_17Apr15_Frodo_15-02-07.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Human_Pancreas_OCT_6227_17Apr15_Frodo_15-02-07.raw	pancreas
PXD010271-Sample-153	Homo sapiens	pancreas	pancreas	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 153	proteomic profiling by mass spectrometry	Human_Pancreas_OCT_6229_17Apr15_Frodo_15-02-07.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Human_Pancreas_OCT_6229_17Apr15_Frodo_15-02-07.raw	pancreas
PXD010271-Sample-154	Homo sapiens	pancreas	pancreas	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 154	proteomic profiling by mass spectrometry	Human_Pancreas_Vial_6227_17Apr15_Frodo_15-02-07.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Human_Pancreas_Vial_6227_17Apr15_Frodo_15-02-07.raw	pancreas
PXD010271-Sample-155	Homo sapiens	pancreas	pancreas	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 155	proteomic profiling by mass spectrometry	Human_Pancreas_Vial_6229_17Apr15_Frodo_15-02-07.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/Human_Pancreas_Vial_6229_17Apr15_Frodo_15-02-07.raw	pancreas
PXD010271-Sample-156	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 156	proteomic profiling by mass spectrometry	HURN_01_run1_9May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_01_run1_9May13_Leopard_13-05-02.raw	blood plasma
PXD010271-Sample-157	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 157	proteomic profiling by mass spectrometry	HURN_02_run1_9May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_02_run1_9May13_Leopard_13-05-02.raw	blood plasma
PXD010271-Sample-158	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 158	proteomic profiling by mass spectrometry	HURN_03_run1_13May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_03_run1_13May13_Leopard_13-05-02.raw	blood plasma
PXD010271-Sample-159	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 159	proteomic profiling by mass spectrometry	HURN_04_run1_13May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_04_run1_13May13_Leopard_13-05-02.raw	blood plasma
PXD010271-Sample-160	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 160	proteomic profiling by mass spectrometry	HURN_05_run1_13May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_05_run1_13May13_Leopard_13-05-02.raw	blood plasma
PXD010271-Sample-161	Homo sapiens	blood plasma	blood serum	not available	Normal	not available	not available	not available	not applicable	not applicable	tissue	run 161	proteomic profiling by mass spectrometry	HURN_06_run1_13May13_Leopard_13-05-02.raw	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010271/HURN_06_run1_13May13_Leopard_13-05-02.raw	blood plasma
