Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[sample type]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[phenotype]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[cell line]	Factor Value[sample type]
PXD006439-Sample-7	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	1	cell	run 32	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_G2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-7	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	1	cell	run 33	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_G3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-7	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	1	cell	run 34	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_G4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-7	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	1	cell	run 35	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_G5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-8	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	2	cell	run 36	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_I1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-8	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	2	cell	run 37	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_I2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-8	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	2	cell	run 38	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_I3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-8	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	2	cell	run 39	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_I4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-8	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	2	cell	run 40	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_I5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-9	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	3	cell	run 41	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_K1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-9	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	3	cell	run 42	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_K2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-9	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	3	cell	run 43	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_K3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-9	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	3	cell	run 44	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_K4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-9	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	16K EV	not available	not available	low metastatic potential	Benign	3	cell	run 45	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_K5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	16K EV
PXD006439-Sample-10	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	1	cell	run 46	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-10	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	1	cell	run 47	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_H2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-10	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	1	cell	run 48	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_H3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-10	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	1	cell	run 49	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-10	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	1	cell	run 50	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_H5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-11	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	2	cell	run 51	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_J1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-11	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	2	cell	run 52	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_J2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-11	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	2	cell	run 53	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_J3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-11	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	2	cell	run 54	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_J4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-11	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	2	cell	run 55	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_J5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-12	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	3	cell	run 56	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_L1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-12	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	3	cell	run 57	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-12	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	3	cell	run 58	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_L3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-12	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	3	cell	run 59	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_L4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-12	Mus musculus	skin	not available	C57BL/6J	not available	B16-F10	16K EV	not available	not available	high metastatic potential	Malignant	3	cell	run 60	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_L5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F10	16K EV
PXD006439-Sample-13	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	100K EV	not available	not available	low metastatic potential	Benign	1	cell	run 61	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_M1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	100K EV
PXD006439-Sample-13	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	100K EV	not available	not available	low metastatic potential	Benign	1	cell	run 62	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_M2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	100K EV
PXD006439-Sample-13	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	100K EV	not available	not available	low metastatic potential	Benign	1	cell	run 63	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_M3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	100K EV
PXD006439-Sample-13	Mus musculus	skin	not available	C57BL/6J	not available	B16-F1	100K EV	not available	not available	low metastatic potential	Benign	1	cell	run 64	proteomic profiling by mass spectrometry	QE2_160128_OPL4022_SCS_EVs_and_LYS_M4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	B16-F1	100K EV
