source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	Material Type	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 33	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_19_191221160309.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	19	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_19_191221160309.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 34	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_20.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	20	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_20.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 35	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_20_191221170538.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	20	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_20_191221170538.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 36	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_20_191221180810.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	20	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_20_191221180810.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 37	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_21.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	21	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_21.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 38	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_21_191221191041.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	21	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_21_191221191041.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 39	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_21_191221201312.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	21	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_21_191221201312.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 40	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_22.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	22	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_22.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 41	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_22_191221211543.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	22	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_22_191221211543.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 42	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_22_191221221814.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	22	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_22_191221221814.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 43	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_23-25.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	23	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_23-25.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 44	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_23-25_191222012542.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	23	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_23-25_191222012542.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 45	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_23-25_191222022813.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	23	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_23-25_191222022813.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 46	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_4.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	4	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_4.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 47	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_4_191219191744.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	4	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_4_191219191744.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 48	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_4_191219202018.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	4	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_4_191219202018.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 49	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_5.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	5	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_5.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 50	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_5_191219212249.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	5	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_5_191219212249.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 51	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_5_191219222520.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	5	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_5_191219222520.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 52	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_6.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	6	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_6.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 53	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_6_191219232751.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	6	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_6_191219232751.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 54	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_6_191220003020.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	6	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_6_191220003020.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 55	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_7.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	7	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_7.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 56	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_7_191220140025.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	7	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_7_191220140025.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 57	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_7_191220150305.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	7	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_7_191220150305.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 58	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_8.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	8	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_8.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 59	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_8_191220160535.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	8	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_8_191220160535.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 60	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_8_191220170804.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	8	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_8_191220170804.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 61	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_9.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	9	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_9.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 62	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_9_191220181035.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	9	2	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_9_191220181035.raw	HepG2
PXD019263-Sample-1	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 63	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_9_191220191306.raw	NT=Reversed-phase chromatography (RP);AC=PRIDE:PRIDE:0000563	9	3	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_9_191220191306.raw	HepG2
PXD019263-Sample-2	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	1	cell	run 64	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD019263/HepG2_complex_sample_r1.raw	not applicable	1	1	AC=MS:1002523; NT=Q Exactive HF	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidation;MT=variable;TA=N,Q;AC=UNIMOD:7"	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	0.05 Da	5 ppm	HepG2_complex_sample_r1.raw	HepG2
