source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]
PXD003539-Sample-19	Homo sapiens	not available	not available	not available	ME_SKMEL28	1	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-19	Homo sapiens	not available	not available	not available	ME_SKMEL28	1	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-20	Homo sapiens	not available	not available	not available	CO_SW620	1	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130613_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-20	Homo sapiens	not available	not available	not available	CO_SW620	1	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130625_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-21	Homo sapiens	not available	not available	not available	RE_A498	1	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-21	Homo sapiens	not available	not available	not available	RE_A498	1	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-22	Homo sapiens	not available	not available	not available	LC_NCIH322M	1	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-22	Homo sapiens	not available	not available	not available	LC_NCIH322M	1	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-23	Homo sapiens	not available	not available	not available	OV_OVCAR8	1	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-23	Homo sapiens	not available	not available	not available	OV_OVCAR8	1	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-24	Homo sapiens	not available	not available	not available	CNS_SNB19	1	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-24	Homo sapiens	not available	not available	not available	CNS_SNB19	1	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-25	Homo sapiens	not available	not available	not available	ME_UACC62	1	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130614_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-25	Homo sapiens	not available	not available	not available	ME_UACC62	1	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130626_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-26	Homo sapiens	not available	not available	not available	RE_ACHN	1	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-26	Homo sapiens	not available	not available	not available	RE_ACHN	1	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-27	Homo sapiens	not available	not available	not available	ME_MALME3M	1	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-27	Homo sapiens	not available	not available	not available	ME_MALME3M	1	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-28	Homo sapiens	not available	not available	not available	OV_OVCAR4	1	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-28	Homo sapiens	not available	not available	not available	OV_OVCAR4	1	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-29	Homo sapiens	not available	not available	not available	LE_RPMI8226	1	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-29	Homo sapiens	not available	not available	not available	LE_RPMI8226	1	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-30	Homo sapiens	not available	not available	not available	BR_T47D	1	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130615_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-30	Homo sapiens	not available	not available	not available	BR_T47D	1	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130627_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-31	Homo sapiens	not available	not available	not available	LC_A549	1	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-31	Homo sapiens	not available	not available	not available	LC_A549	1	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-32	Homo sapiens	not available	not available	not available	BR_BT549	1	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-32	Homo sapiens	not available	not available	not available	BR_BT549	1	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-33	Homo sapiens	not available	not available	not available	LC_NCIH522	1	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-33	Homo sapiens	not available	not available	not available	LC_NCIH522	1	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-34	Homo sapiens	not available	not available	not available	RE_TK10	1	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-34	Homo sapiens	not available	not available	not available	RE_TK10	1	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-35	Homo sapiens	not available	not available	not available	ME_UACC257	1	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130616_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-35	Homo sapiens	not available	not available	not available	ME_UACC257	1	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130628_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-36	Homo sapiens	not available	not available	not available	PR_DU145	1	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-36	Homo sapiens	not available	not available	not available	PR_DU145	1	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
