source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[sex]	characteristics[phenotype]	characteristics[disease]	characteristics[cell line]	characteristics[individual]	characteristics[developmental stage]	characteristics[biological replicate]	Material Type	assay name	comment[proteomexchange accession number]	Technology Type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[file uri]	factor value [phenotype]
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 179	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt2.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 180	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt2b.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 181	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt3.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 182	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt3b.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 183	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt4.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 184	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt4b.raw	ZR-75-1 cell
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 185	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_1.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 186	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_1b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_1b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 187	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_2.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 188	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_2b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 189	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_3.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 190	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_3b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 191	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_4.raw	HMF cell treated with IL1-beta
PXD001328-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	1	cell	run 192	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_1_4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_1_4b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 193	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_1.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 194	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_1b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_1b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 195	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_2.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 196	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_2b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 197	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_3.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 198	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_3b.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 199	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_4.raw	HMF cell treated with IL1-beta
PXD001328-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with IL1-beta	Breast cancer	HMF cell	not aplicable	not available	2	cell	run 200	PXD001328	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_IL1b_2_4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001328/hmf_cyt_IL1b_2_4b.raw	HMF cell treated with IL1-beta
