source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[scan window lower limit]	comment[scan window upper limit]	factor value[disease]
PXD010437-Sample-36	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2059-01A-02_S_W_JHU_141101.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2059-01A-02_S_W_JHU_141101.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-37	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2060-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2060-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-38	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2060-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2060-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-39	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2061-01A-02_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2061-01A-02_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-40	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2061-01A-02_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2061-01A-02_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-41	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2065-01A-02_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2065-01A-02_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-42	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2065-01A-02_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2065-01A-02_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-43	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2066-01A-02_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2066-01A-02_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-44	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-13-2066-01A-02_S_W_JHU_141031.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-13-2066-01A-02_S_W_JHU_141031.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-45	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-23-1121-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-23-1121-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-46	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-23-1121-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-23-1121-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-47	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-23-1122-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-23-1122-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-48	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-23-1122-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-23-1122-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-49	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1103-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1103-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-50	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1103-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1103-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-51	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1416-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1416-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-52	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1416-01A-01_S_W_JHU_141101.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1416-01A-01_S_W_JHU_141101.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-53	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1422-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1422-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-54	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1422-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1422-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-55	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1430-01A-01_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1430-01A-01_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-56	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1430-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1430-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-57	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1431-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1431-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-58	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1431-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1431-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-59	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1435-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1435-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-60	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1435-01A-01_S_W_JHU_141111.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1435-01A-01_S_W_JHU_141111.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-61	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1436-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1436-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-62	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1436-01A-01_S_W_JHU_141111.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1436-01A-01_S_W_JHU_141111.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-63	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1544-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1544-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-64	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1544-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1544-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-65	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1548-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1548-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-66	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1548-01A-01_S_W_JHU_141101.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1548-01A-01_S_W_JHU_141101.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-67	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1553-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1553-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-68	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1553-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1553-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-69	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1555-01A-01_D_W_JHU_140822.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1555-01A-01_D_W_JHU_140822.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-70	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1555-01A-01_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1555-01A-01_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-71	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1557-01A-01_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1557-01A-01_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
