source name	characteristics[organism]	characteristics[phenotype]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	technology type	assay name	comment[label]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	material type	factor value[organism part]
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 44	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	5	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_5.raw	3085_5.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 45	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	6	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_6.raw	3085_6.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 46	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	7	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_7.raw	3085_7.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 47	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	8	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_8.raw	3085_8.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 48	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	9	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_9.raw	3085_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 49	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	1	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_1.raw	6939_1.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 50	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	10	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_10.raw	6939_10.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 51	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	11	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_11.raw	6939_11.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 52	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	12	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_12.raw	6939_12.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 53	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	2	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_2.raw	6939_2.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 54	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	3	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_3.raw	6939_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 55	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	4	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_4.raw	6939_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 56	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	5	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_5.raw	6939_5.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 57	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	6	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_6.raw	6939_6.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 58	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	7	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_7.raw	6939_7.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 59	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	8	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_8.raw	6939_8.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-5	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	5	proteomic profiling by mass spectrometry	run 60	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	9	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/6939_9.raw	6939_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
